business_name,category,location,description_words,description_chars,quality_bucket,phone,address
"Placement Helpdesk Services","Employment","Port-Harcourt","30","255","thin","0813 497 1537","No. 62 Olu Obasanjo Road, Port Harcourt, Rivers Nigeria"
"Total Home Affairs Services","Employment","Port-Harcourt","29","186","thin","0808 443 3396","No 300 Aba Road, Port Harcourt, Rivers Nigeria"
"Value HQ","Employment","Port-Harcourt","23","181","very_thin","0809 633 0249, 0813 656 5614","8 Brainfield Hostel Rd, Near PHED/NEPA, Off East West Road by Clendac Oil, Eliozu-Rumuokoro Axis, Eligbolo, Port Harcourt, Rivers Nigeria"
"VTB Consulting Limited","Employment","Port-Harcourt","18","152","very_thin","0802 691 4999","10 Khana Street, Dline, Port Harcourt, Rivers Nigeria"
"Candy Tv","News and Media","Port-Harcourt","24","150","very_thin","0703 423 2811","No 5 Unity Street, Abuloma, Port Harcourt, Rivers Nigeria"
"Freshpointnews","News and Media","Port-Harcourt","14","106","very_thin","0908 477 0258","24 Slavation Close, Port Harcourt, Rivers"
"Linjust Entertainment News","News and Media","Port-Harcourt","24","158","very_thin","0807 371 1111, 0802 609 8118","17 ELF Road,Trans Amadi, Port Harcourt, Rivers State"
"Nigerian Television Authority","News and Media","Port-Harcourt","32","206","thin","0803 592 6796, 0803 785 8013, 0810 151 3195","Mgbuogba/Uniport Road, Port Harcourt, Rivers State"
"Port Harcourt News Hub","News and Media","Port-Harcourt","25","153","thin","0811 937 2109","Port Harcourt News Hub, Port Harcourt, Rivers Nigeria"
"The Tide Newspaper","News and Media","Port-Harcourt","30","202","thin","084 230 298","Plot 1 Ikwerre Road, Port-Harcourt, Rivers Nigeria"
"TNN Newspapers","News and Media","Port-Harcourt","29","219","thin","0804 567 2312","Along Eneka Link Road, Port Harcourt, Rivers Nigeria"
"Africa Update Newspaper","News and Media","Port-Harcourt","27","197","thin","0803 309 4639","1st floor, Leventis Building, no 6 Azikiwe Road,, Port Harcourt, Rivers State"
"Bbpresh Blog","News and Media","Port-Harcourt","19","128","very_thin","0818 039 3483, 0817 836 7404","Akwaka Road, Rumuodomaya, Port Harcourt, Rivers State"
"Brush Media","News and Media","Port-Harcourt","24","166","very_thin","0803 058 7752","23 Isaiah Road, Agip Estate, Port Harcourt, Rivers State"
"Cine-Obolo Films Media Production","News and Media","Port-Harcourt","33","225","thin","0806 849 0576, 0801 514 6122, 0901 930 0379","No 97 Bende Street by Oando Fuel Station by Aggrey Road, Port Harcourt Township, Port harcourt, Rivers State"
"Daar Comunications Limited","News and Media","Port-Harcourt","13","101","very_thin","0803 386 1662","Choba Road,Ozuoba, Port Harcourt, Rivers, Nigeria"
"Entagon Media Group","News and Media","Port-Harcourt","22","146","very_thin","0808 069 6943, 0706 233 2449, 0818 083 9486","Otamiri Road, Umuebulu I, Etche, Rivers Nigeria"
"Giant Empire Media","News and Media","Port-Harcourt","27","177","thin","0903 873 0205","Eze Weli Orlu Road, NTA, Mgbuoba, Port Harcourt, Rivers State"
"JoelsBlog Media","News and Media","Port-Harcourt","18","106","very_thin","0903 423 7921","14 Eliji Rumuagholu, Port Harcourt, Rivers Nigeria"
"proACTIVE Media","News and Media","Port-Harcourt","16","119","very_thin","0807 682 0231, 0909 286 4527","No 1 Echele Close, Rumuigbo Port Harcourt, Rivers"
"The Beam News","News and Media","Port-Harcourt","23","138","very_thin","0703 414 7777","No 20/21 Rumuola Road, Port Harcourt, Rivers Nigeria"
"The Port Harcourt Microscope","News and Media","Port-Harcourt","28","213","thin","0807 778 8772","25, Trans Amadi Ind Layout, Port Harcourt, Rivers Nigeria"
"Urban Classic Magazine","News and Media","Port-Harcourt","22","151","very_thin","0812 788 0904","No. 31 Uniport Road, Omuokiri Aluu, Port Harcourt, Rivers State, Nigeria"
"Rivers State Government","Government","Port-Harcourt","11","64","very_thin","+234 903 441 1161","Rivers State Government House, Forces Avenue,, Port Harcourt, Rivers State"
"Economic & Financial Crimes Commission","Government","Port-Harcourt","18","137","very_thin","0809 3322 644, 0818 332 2644","No 6A Olumeni Street Old GRA, Port Harcourt, Rivers Nigeria"
"Federal Marriage Registry","Government","Port-Harcourt","28","188","thin","0816 074 8776, 0700 009 9999","40B Railway Close, D/Line, Port Harcourt, Rivers State"
"FIRS - South South Regional Office","Government","Port-Harcourt","32","199","thin","0903 232 7752, 0907 377 7777, 0907 211 1111","Plot, 465 Mammy Market Road, By Mothercat, Trans-Amadi Industrial Layout, Port Harcourt, Rivers State"
"Ministry of Women Affairs","Government","Port-Harcourt","24","186","very_thin","","No. 4 Eastern By-Pass,  Marine Base, Port Harcourt, Rivers Nigeria"
"NAFDAC","Government","Port-Harcourt","27","182","thin","0800 162 3322, 0909 763 0506","27b Ndoki Street, Boriki, Port Harcourt, Rivers State"
"National Population Commission","Government","Port-Harcourt","25","170","thin","0803 555 0070, 0812 611 3379","10 Moscow Road, Port Harcourt, Rivers State"
"Niger Delta Development Commission (NDDC)","Government","Port-Harcourt","30","198","thin","0807 885 2227, 0819 194 1731, 07039 053 3390","No. 1 Wogu Street, D-Line, Port Harcourt, Rivers State Nigeria"
"Nigeria Immigration Service","Government","Port-Harcourt","20","146","very_thin","0708 060 7900, 0811 975 3844","Federal Secretariat, Aba Road, Port Harcourt, Rivers Nigeria"
"Nigerian Export Promotion Council","Government","Port-Harcourt","16","107","very_thin","09 291 096, 0908 744 9914, 0908 744 9915","7/ 8 Prememabry Street D-Line, Port Harcourt, Rivers Nigeria"
"Nigerian Ports Authority","Government","Port-Harcourt","19","127","very_thin","0815 879 4398, 0906 278 4268, 0816 702 9199","Basket House, Port Harcourt, Rivers Nigeria"
"Rivers Nysc State Secretariat","Government","Port-Harcourt","24","180","very_thin","0813 206 5660","NYSC Secretariat :40 Ikwerre Road, Port Harcourt, Rivers Nigeria"
"Rivers State INEC Office","Government","Port-Harcourt","26","153","thin","","Plot 236 Aba Road, Port Harcourt, Rivers Nigeria"
"The Nigeria Police Divisional Headquarters","Government","Port-Harcourt","28","180","thin","0814 762 0544","Nkpolu Oroworukwo, Mile 3 Police Station, Ikwerre Road, Nkpolu Junction opposite RSUST Main gate, Diobu, Port Harcourt, Rivers"
"Old GRA Police Divisional Headquarters","Government","Port-Harcourt","23","153","very_thin","0908 742 1023, 0803 729 6125","15 Forces Avenue, Old GRA, Port Harcourt, Rivers State"
"Rivers State Judiciary Commission","Government","Port-Harcourt","36","248","thin","0813 246 3315","Judicial Service Commission High Court Complex, Port Harcourt, Rivers Nigeria"
"Rivers State Ministry Of Works","Government","Port-Harcourt","33","247","thin","0908 099 9002, 084 232 826","5th Floor, Podium Block, Rivers State Secretariat Complex, Port-Harcourt, Rivers State"
"Genesis Centre","Shopping","Port-Harcourt","20","147","very_thin","0805 219 8608","39 Tombia Street, GRA Phase 2, Port Harcourt, Rivers State, Nigeria"
"Jumia Rukpokwu Pick Up Station","Shopping","Port-Harcourt","29","206","thin","0802 428 2708","55 Airport Road, Rukpokwu, East Gate Plaza, opposite Salvation Ministries by Last Bus Stop, Port Harcourt, Rivers State"
"Awufu","Shopping","Port-Harcourt","26","190","thin","0803 055 3675, 0815 772 7235","2nd Floor, Office 208, Molit Plaza (Formerly Molit Hotel), 45, Okporo Road, Off Artillery, Port Harcourt, Rivers State, Nigeria"
"Bloomingbuds Maternity Store","Shopping","Port-Harcourt","23","172","very_thin","0818 060 2026","No 1 Farm Road, Off Eliozu Road, Aligbolu, Port Harcourt, Rivers State"
"Breed9ja","Shopping","Port-Harcourt","35","215","thin","0812 552 0635","No 1 Elelenwo Street, Port Harcourt, Rivers Nigeria"
"Central.ng","Shopping","Port-Harcourt","17","130","very_thin","0809 612 5404","144 Trans Amadi Road, Oginigba, Port Harcourt, Rivers State"
"DebWag Plaza","Shopping","Port-Harcourt","29","181","thin","0907 337 7435","Airport Road, Beside Adrose Gas, Rumuodomaya, Port Harcourt, Rivers State"
"Easyco Fantastic Shoe World","Shopping","Port-Harcourt","25","158","thin","0806 545 6008","94 Azikiwe Street, UST Back Gate, Woji, Port Harcourt, Rivers State"
"EquipmentLeasing.NG","Shopping","Port-Harcourt","29","219","thin","0908 757 1880","6B, KM 16, Boskel Road, PH/Aba Express Way, Port Harcourt, Rivers Nigeria"
"Jankaramall NG","Shopping","Port-Harcourt","20","149","very_thin","0809 526 5272","Online Store, Port Harcourt, Rivers State Nigeria"
"Joey's Parlour","Shopping","Port-Harcourt","18","122","very_thin","0803 773 6510","6 Elekahia Road, Elekahia, Port Harcourt, Rivers State"
"Kangro Mart","Shopping","Port-Harcourt","27","183","thin","0812 642 7528","Steve House, Gbaka Gbaka Avenue, Trans Woji Road, Port Harcourt, Rivers State Nigeria"
"New Market, Borikiri","Shopping","Port-Harcourt","26","177","thin","0703 930 8540","Bishop Johnson Street, Port Harcourt, Rivers State"
"Nyxel Integrated Services","Shopping","Port-Harcourt","13","92","very_thin","0814 821 2520, 0701 767 5732","20 Mbonu Street, Dline Port Harcourt, Rivers State"
"Yuceeglitzitems","Shopping","Port-Harcourt","25","163","thin","0903 938 3073","100 Chinda Road, Mgbuosimini, Port Harcourt, Rivers State"
"Ziino","Shopping","Port-Harcourt","30","231","thin","0803 702 7331, 0905 407 6665, 0905 407 6666","13 Amadi Kalagbor Street, Rumuokalagbor, Port Harcourt, River State Nigeria"
"Check-Inn hotel","Accommodation","Ibadan","17","141","very_thin","0802 877 5171, 0809 911 7790, 0806 665 5593","No.1Check-InnClose, Behind Airtel Head Office, Off Secretariat/U.I Road, Old Bodija, Ibadan, Oyo State, Nigeria"
"Supreme Hotel & Suites","Accommodation","Ibadan","23","147","very_thin","0803 344 7628, 0706 617 1300","No 2, American Quarters, Behind Oando Petrol Station, Agodi GRA, lbadan, Oyo Nigeria"
"Davis Hotel Limited","Accommodation","Ibadan","10","88","very_thin","0802 759 7850, 0802 338 7433","7/8 adeyi Avenue, Bodija Estate, Ibadan, Oyo State, Nigeria"
"Diocesan Diamond House - DDH","Accommodation","Ibadan","24","186","very_thin","0803 804 0887","No 12 Awosika Avenue, Old Bodija, Ibadan, Oyo Nigeria"
"Hail Henrietta Hotel","Accommodation","Ibadan","17","132","very_thin","0807 672 4631, 0807 672 4652, 0807 672 4673","Plot E Block 21 Olubadan Housing Estate, New Ife Road, Ibadan, Oyo State, Nigeria"
"Hotel Solutions Consultancy Nigeria Ltd","Accommodation","Ibadan","18","160","very_thin","0803 562 3232, 0704 531 7301, 0704 531 7304","4, Dosu Babatunde Street, Town Planning, Off Ring-Road, Ibadan, Oyo State"
"Labod Hotel","Accommodation","Ibadan","15","122","very_thin","0704 228 6331, 0903 864 7639, 0845 575 7878","No 55, Awolowo Way, New Bodija, Ibadan, Oyo State, Nigeria"
"Link Majestic Hotel","Accommodation","Ibadan","32","197","thin","07059107819, 0708 186 9496, 0812 382 1581","Plot 3, block 2, Oluyole Main Estate Scheme, Oluyole Ibadan, Oyo State Nigeria"
"Mogul Consultancy","Accommodation","Ibadan","19","130","very_thin","0806 222 3620","Akobo ibadan, Ibadan, Oyo"
"Plot1 Suites","Accommodation","Ibadan","27","163","thin","0803 535 0939","Road 3 Junction Omolayo Avenue, Akobo Lagelu, Ibadan, Oyo State, Nigeria"
"Southland Hotel","Accommodation","Ibadan","16","112","very_thin","0816 465 5637, 0805 991 0033, 0803 334 1517","Adetokun Road, off Nihort/Elenusoso Road, Ologuneru Area, lbadan, Oyo Nigeria"
"The House Eleven Hotel and Apartment","Accommodation","Ibadan","21","122","very_thin","0908 758 6057, 0803 410 4391","11, Oladoyinbo street, Felele Challenge Expressway, Ibadan, Oyo state Nigeria"
"TownHouse Hotel & Suites","Accommodation","Ibadan","12","99","very_thin","0706 223 6756, 0909 728 5414","1, NTC Quarters, Iyaganku GRA, Ibadan, Oyo State Nigeria"
"Odu'a Investment Company Ltd","Business","Ibadan","29","238","thin","0905 464 4944, 0815 145 9359","Floors 20-23, Cocoa House, Oba Adebimpe Road,, Dugbe, Ibadan, Oyo State, Nigeria"
"Advans Nigeria","Business","Ibadan","30","219","thin","0807 735 3008, 0810 652 1603, 0807 735 5025","2 Adekunle Fajuyi Road, Dugbe, Ibadan, Oyo State Nigeria"
"Bethany Human Development Centre","Business","Ibadan","25","183","thin","0814 792 4941, 0706 362 4938","No 7, Olubi Road, Okunola Abass Estate, Off Favors Road, New Bodija, Ibadan, Oyo State, Nigeria"
"DHL Courier Service Ibadan","Business","Ibadan","18","129","very_thin","0708 854 5986","51 Oyo Road, Mokola Hill, Ibadan, Oyo State, Nigeria"
"Dominican Centre for Human Resources Development","Business","Ibadan","36","255","thin","0803 337 332, 02 758 928","Km 9, Ibadan - Oyo Road, UI Post office,, Moniya, Ibadan, Oyo State, Nigeria"
"Fouani Nigeria Ltd","Business","Ibadan","23","148","very_thin","0810 753 9416, 0810 753 9431, 0810 759 4070","15-Obafemi Awolowo Way j.allen, Dugbe Ibadan,, Oyo State, Nigeria"
"Ibadan Chamber of Commerce, Industry","Business","Ibadan","27","182","thin","0814 990 6372, 0705 677 8489, 0813 730 3095","Commerce House 1, Adeniran Avenue, Opposite Anfani Roundabout, Off Ring Road, Ibadan, Oyo State, Nigeria"
"Kewalram Chanrai Group","Business","Ibadan","23","161","very_thin","8165911950","Beside Vina Furniture, Obafemi, Awolowo Road, Oyo, Ibadan, Nigeria"
"L A Consult Limited","Business","Ibadan","22","153","very_thin","0704 000 0114, 0802 291 1282","26, Baale Akintayo Street, Jericho GRA, Ibadan, Nigeria"
"Ominira Initiative","Business","Ibadan","23","180","very_thin","0903 488 5986, 0805 169 1125","6th Floor, Cocoa House, Dugbe, Ibadan, Oyo State"
"Swotcrafts Metal & Steel Construction","Business","Ibadan","22","157","very_thin","0808 541 5611, 0809 893 5929, 0706 933 2598","Block E3, Suite 9&10, Trade Fair Complex (EXPOYO), Sango, Oyo, Ibadan, Nigeria"
"Zictech Electric Entreprises","Business","Ibadan","28","197","thin","0813 345 8995, 0812 701 3881, 0806 607 0219","Suite 17 & 24, Miksi Shopping Complex, behind Kollington Plaza, Oke-Ado Ibadan, Oyo State Nigeria"
"Navigator Real Estate Limited","Business","Ibadan","30","200","thin","0911 624 6520, 0911 509 2320","Suite FF04, Atoke Plaza, Opposite Amazing Filling Station, General Gas-Akobo Road, Ibadan, Oyo State"
"LUSHSCENTBEAUTY World","Business","Ibadan","28","196","thin","0806 693 5178, 0805 045 1152","Ajegunle market, Oyo state, Oyo"
"Akalmao Enterprises","Business","Ibadan","22","155","very_thin","0806 002 6112, 0805 751 5577","Suite 18, Imperial Plaza Opposite First Bank Apata, Ibadan, Oyo"
"Bistech Business Centre","Business","Ibadan","19","129","very_thin","0808 984 9890","NRC Shopping Complex, Dugbe, Ibadan, Nigeria"
"Bold EMC Limited","Business","Ibadan","33","186","thin","0908 685 7000, 0813 642 2301","Suite A9, Choice Plaza, Beside Cran Chemist, Challenge, Ibadan, Oyo"
"Endurance Multipurpose Steel Limited","Business","Ibadan","19","135","very_thin","0803 330 5547","KM 143, Lagos Ibadan Expressway, Lagos-Ojoo Expressway, Iwo Road, Oyo, Ibadan, Nigeria"
"Justake Global Ventures","Business","Ibadan","21","153","very_thin","0810 222 6352, 0803 850 8846","Iwo Road, Oyo, Ibadan, Nigeria"
"Oluwatobiloba Kingdom Enterprises","Business","Ibadan","17","122","very_thin","0813 545 5249","Mile 6 Lamlat Shopping Complex Opp Mrs Filling Station New Gbagi, Old Ife Road, Oyo, Ibadan, Nigeria"
"Otesco Divine Solution Company","Business","Ibadan","19","146","very_thin","0703 420 4623, 0805 560 6456","P.O.W.A Market, Beside Sango Police Station, Sango, Ibadan, Nigeria"
"Perfect Holders Limited","Business","Ibadan","21","151","very_thin","0805 113 7065","Cocoa House Building, Dugbe Ibadan, Oyo Nigeria"
"PlataVerve Services","Business","Ibadan","14","113","very_thin","0703 129 1139","29, Francis Okediji Street, Bodija Ibadan, Oyo"
"Rokswoodgroup","Business","Ibadan","31","227","thin","0904 666 4887, 0811 567 8602","Plot 2 And 4 Shoderu junction, Odo Ona Elewe, Orita Challenge, Ibadan, Oyo"
"Skill Tent","Business","Ibadan","22","130","very_thin","0806 648 5515","Damiten Shopping Complex, Elebu Junction, Akala Express, Oluyole, Ibadan, Oyo"
"The Twim Art Institute","Arts","Ibadan","23","162","very_thin","0903 327 9205, 0909 311 4869","Behind Jericho Mall, around NDLEA, Onireke Link Reservation Road, lbadan, Oyo Nigeria"
"Jummy Stitches","Arts","Ibadan","18","120","very_thin","0816 225 2812, 0815 118 9830","Road 4a/007, Olokutameji Cda, Along Awaye Road,, Egbeda Ibadan, Oyo"
"Akewi Arts House","Arts","Ibadan","21","152","very_thin","0705 100 5142, 0802 519 7198","No 1 Mission Office, Ifeolu Street, Beside New Airport, Alakia, lbadan, Oyo Nigeria"
"Dpreachers Dance Network","Arts","Ibadan","14","97","very_thin","0705 145 9002","Nnpc depot Apata Ibadan, No1, Ibadan, Oyo state"
"Elle'n'Elle Fitness/Gallery","Arts","Ibadan","30","246","thin","0803 325 3996, 0803 363 8581","1st Floor, ELEM Building,  Opposite IDC Primary School, Along Akobo Road, Akobo, lbadan, Oyo Nigeria"
"Gbegilere House","Arts","Ibadan","21","139","very_thin","0806 447 6002","E4/474b, Aremo Alaadorin, Ibadan, Oyo State, Nigeria"
"JOT KonCept","Arts","Ibadan","22","135","very_thin","0816 651 2093","Shop 53, Mobus Shopping Complex, Egbeda Ibadan, Oyo State, Nigeria"
"Kunlex Arts","Arts","Ibadan","21","137","very_thin","0808 682 2169, 0803 351 5705","No 4 Akintoba Street.Agbowo Junction Mukola, Ibadan, Oyo Nigeria"
"National Museum of Unity","Arts","Ibadan","26","159","thin","0806 544 9810, 0802 822 1931, 0803 717 7119","National Museum Road, Ibadan, Oyo State Nigeria"
"Princesho Creativity","Arts","Ibadan","20","131","very_thin","0806 074 3401, 0703 203 7447","30, Zone 3, Alama Layout - Apata - Ibadan South -west, Ibadan, Oyo Nigeria"
"Prosper Art","Arts","Ibadan","17","108","very_thin","0805 778 5758, 0803 053 2418","Olorunsogo Felele, Ibadan, Oyo Nigeria"
"Real Hishow Multibiz Nigeria Enterprises","Arts","Ibadan","20","143","very_thin","0813 692 0087","Oloya Shopping Complex, Fanawole Street, Apete, Ibadan, Oyo State"
"Sharp Art and Design Production","Arts","Ibadan","19","116","very_thin","0806 207 2288","Along Odutola Street, Ibadan, Oyo State, Nigeria"
"Standard Institute of Photography, Ibadan","Arts","Ibadan","22","145","very_thin","0818 049 5451, 0810 180 9463","18, Anfani Road, Off Ring Road, Challenge, Ibadan, Oyo State Nigeria"
"Strings.com Studios","Arts","Ibadan","22","145","very_thin","0803 499 6430","No 14 Mesiogo Street After A3 Hotel Ojoo Iwo Road Expressway, Akobo Ibadan, Oyo State, Nigeria"
"Tropical Records Studio","Arts","Ibadan","31","185","thin","9169894999","9 Kajola phase 2 Lakowe Eti-Osa LGA, Lekki-Epe express, Ibeju-Lekki, Lagos"
"VSA Arts of Nigeria","Arts","Ibadan","23","169","very_thin","0703 026 0991","25B, Inner Main Bowl Adamasingba Stadium Complex, lbadan, Oyo Nigeria"
"Adamasingba Sports Complex","Sports","Ibadan","24","142","very_thin","","Adamasingba Road, Off Sabo Road, Ibadan, Oyo, Nigeria"
"Desto Sports Stores","Sports","Ibadan","24","143","very_thin","08027888814, 08191379780","Shop 167 Adamasingba Shopping Complex, Ibadan, Oyo State"
"Gbemiga Trust Badminton","Sports","Ibadan","24","158","very_thin","0803 496 5884","Lekan Salami Stadium, Adamasingba Ibadan, Oyo Nigeria"
"Pepsi Football Academy","Sports","Ibadan","11","73","very_thin","8034657553","Liberty Stadium, Oke- Ado, Ibadan"
"Shooting Stars Football FC Ibadan","Sports","Ibadan","16","97","very_thin","02-241 3094","14, Akinola Maja Avenue, Ibadan, Oyo State, Nigeria"
"Sterling Sports Ventures","Sports","Ibadan","9","65","very_thin","8168283226","74 Adamasingba Shopping Complex, Ibadan, Oyo State\"
"The Titanium Corporation","Sports","Ibadan","10","65","very_thin","","Akobo, Akinyele, Ibadan, Oyo State"
"Leventis Motors","Automotive","Ibadan","29","207","thin","0812 994 3257, 0812 899 0518","University Road, Ibadan, Oyo Nigeria"
"Mandilas Enterprise Ltd","Automotive","Ibadan","28","185","thin","0706 500 0008, 0803 360 2434, 0802 826 8946","45, Obafemi Awolowo Road, Oke Ado, Ibadan, Oyo State, Nigeria"
"Combined Systems Int'l Limited","Automotive","Ibadan","20","138","very_thin","0805 549 0322, 0802 824 4589","83A, MKO Abiola way Ring road, Ibadan, Oyo State, Nigeria"
"Don Jay Auto Sales","Automotive","Ibadan","22","150","very_thin","0703 519 4130","Don J Plaza, Alaafin Avenue, Oluyole Extension, Ibadan, Oyo State, Nigeria"
"Double Crown Automobile Company","Automotive","Ibadan","22","159","very_thin","0803 717 6784","69, Ilupoju Oyewole Street, Aba-Alfa, Ibadan South East, Oyo, Ibadan, Nigeria"
"Ednutalo Automotive Services","Automotive","Ibadan","29","231","thin","0809 873 8876","Oando Service Station, Queen Elizabeth 2, Agodi, Ibadan, Oyo Nigeria"
"Fixers Body Shop","Automotive","Ibadan","21","143","very_thin","0703 437 6979, 0805 509 1436, 0708 966 2551","School of Nursing Road, Agodi, Ibadan, Oyo Nigeria"
"Gate Car Park","Automotive","Ibadan","24","124","very_thin","","Off Basorun Road, Agodi, Ibadan, Oyo, Nigeria"
"Hiswill Auto Nigeria Enterprise","Automotive","Ibadan","24","161","very_thin","0805 506 4662","No 13 Oyo Road, Mokola Olameji Ibadan, Oyo State"
"Leyland Ibadan","Automotive","Ibadan","22","166","very_thin","0703 404 2694, 0703 270 3204, 0803 787 9985","Km 8, Iwo Road, Ibadan, Oyo State, Nigeria"
"Tetopreneur","Automotive","Ibadan","20","120","very_thin","8062660565","Akobo / Iyana Church, Ibadan, Oyo"
"UCH Car Park","Automotive","Ibadan","20","114","very_thin","","Agodi, Ibadan, Oyo State, Nigeria"
"Vnics Motors","Automotive","Ibadan","22","127","very_thin","0802 392 3997","Suite 47/48, Mobus Shopping Complex, Ibadan, Oyo State, Nigeria"
"Nigerian Shippers' Council","Transportation","Ibadan","18","126","very_thin","02 810 7141","16B Oyo Road, Ibadan, Oyo State, Nigeria"
"Eagle Transport Company","Transportation","Ibadan","21","153","very_thin","0805 791 7236, 0807 169 0238","No 30 Oyo Road, Oyo, Ibadan, Nigeria"
"Glitters Gold Hiring Services","Transportation","Ibadan","19","115","very_thin","0803 563 2032, 0805 734 6555","No 73, Aduloju Estate, Bodija Ibadan, Oyo State"
"Landride Services","Transportation","Ibadan","27","179","thin","0803 585 8583, 0803 357 3159","29,iyalabaki house,Ede community,molade-Iwo Road, Ibadan, Oyo"
"Logisticx and Alphabet","Transportation","Ibadan","33","198","thin","0807 107 4514, 0807 107 4514, 0813 108 7603","Shop 3, Kenneth Mellanby Hall, University of Ibadan., Ibadan, oyo"
"Film House Cinema, Ventura Mall","Recreation","Ibadan","21","136","very_thin","0902 497 3066","Plot 5 and 6, Old Aerodrome Road Along Sango-UI Road, Samonda, GRA, Ibadan, Oyo State, Nigeria"
"Funfactory","Recreation","Ibadan","34","241","thin","0805 409 0764, 0805 409 0768, 0903 000 1793","15/17 Oshuntokun Avenue, Ibadan, Oyo State Nigeria"
"The Ibadan Polo Club","Recreation","Ibadan","31","192","thin","0803 927 6526, 0803 740 2740","Ibadan Polo Club Grounds, Eleyele Road, lbadan, Oyo, Nigeria"
"UI Botanical Garden","Recreation","Ibadan","30","223","thin","0805 530 3348, 0818 452 0776","UI Botanical Garden, lbadan, Oyo Nigeria"
"Agodi Gardens","Recreation","Ibadan","26","159","thin","0705 141 7973, 0817 853 2960, 0809 811 4510","Secretariat Road, Along Parliament Road, Mokola Hill, Ibadan, Oyo State, Nigeria"
"Cloud 9 Recreational Centre","Recreation","Ibadan","21","137","very_thin","0803 719 2618","Transformer Zartech Area, Oke Alaro,Oluyole Estate Extension, lbadan, Oyo Nigeria"
"Don Bosco Youth Center","Recreation","Ibadan","25","169","thin","","Ogungbade, New Ife Road, Egbeda, Ibadan, Oyo State, Nigeria"
"Gbemiga Trust Badminton","Recreation","Ibadan","31","183","thin","0803 496 5884","Lekan Salami Stadium,Adamasingba, lbadan, Oyo Nigeria"
"Ibadan Golf Course","Recreation","Ibadan","19","108","very_thin","0802 243 8744, 0806 354 7892, 02 751 2577","Ibadan Golf Club, Onikere, Ibadan, Oyo-State, Nigeria"
"Jaud Lounge Bar & Recreation centre","Recreation","Ibadan","14","86","very_thin","0803 304 8498, 0814 684 9333","Opposite Zartech, Along Ijebu Ode Road, Podo, lbadan, Oyo Nigeria"
"Old Oyo National Park","Recreation","Ibadan","13","84","very_thin","0705 295 5185","Isokun-Iseyin Road, lbadan, Oyo State, Nigeria"
"Oloolu Masquerade","Recreation","Ibadan","29","173","thin","","119 Ode Aje Road, Ibadan, Oyo State, Nigeria"
"The K-Center","Recreation","Ibadan","21","142","very_thin","0816 918 1213","No 5, Shell Close, Onireke GRA, lbadan, Oyo Nigeria"
"The Ventura Mall Bowling Alley","Recreation","Ibadan","21","125","very_thin","0905 390 3206, 0803 362 4024","Plot 5 and 6 Old Aerodrome Road Along Sango-UI Road, Samonda GRA, lbadan, Oyo Nigeria"
"Trans-Amusement Park","Recreation","Ibadan","24","173","very_thin","","Sango Ojoo Road, Ibadan, Oyo State, Nigeria"
"Across The Horizon","Travel","Ibadan","34","255","thin","0809 555 0155","3rd Floor, Danax Health Plaza, Adamasingba Mokola Ibadan, Oyo"
"Biscordint Travel Agency","Travel","Ibadan","19","145","very_thin","0816 311 8708, 0802 301 7324, 0802 329 4508","University College Hospital (UCH), Ibadan, Oyo State Nigeria"
"Ibadan Airport","Travel","Ibadan","21","128","very_thin","0906 947 1571","Between Adegbaiji community and Iwo Road, Alakia, Ibadan, Oyo State, Nigeria"
"Jonathan King Ltd","Travel","Ibadan","28","201","thin","0805 506 0601, 0805 506 0605","1st and 6th floors, Cocoa House, Ibadan, Oyo State, Nigeria"
"TIFA Travels & Tours Limited","Travel","Ibadan","31","224","thin","0802 572 9542, 0802 353 7231","66A NTA Shopping Mall, Agodi Gate Road, lbadan, Oyo Nigeria"
"Wakanow.com","Travel","Ibadan","23","150","very_thin","0817 005 9272, 0817 005 9405, 0817 004 6846","Plot 5 & 6, Old Aerodrome Road, along Sango-UI Road, lbadan, Oyo Nigeria"
"Cool Global Interlinks Limited","Travel","Ibadan","35","254","thin","0812 337 1693","72 Remilekun House Adekunle Fajuyi Road Opp. Adamasigba, lbadan, Oyo Nigeria"
"DeTrance Travels and Logistics","Travel","Ibadan","29","191","thin","0903 872 2661, 0813 787 0467","Bayseone Checkmate plaza , Ringroad, Ibadan, Oyo state"
"Femfitt Hotels & Tourism Ltd","Travel","Ibadan","17","110","very_thin","0803 725 2727, 0807 079 2972","Plot 1-4, Jagada Pipeline, Ologuneru, Eleyele Ibadan, Oyo State Nigeria"
"Flomid Travels and Tours Nigeria Ltd","Travel","Ibadan","25","165","thin","0703 392 9456, 0708 617 7369","Gym House, House 8, Road 1 Junction, Along General Gas, Basorun Estate, Akobo Ibadan, Oyo State Nigeria"
"Gpec Global Resources Limited","Travel","Ibadan","40","250","thin","0905 944 6907","No 140/142,Navada Plaza , Liberty Road, Off Ringroad, Ibadan, Oyo"
"Jemy Travels and Tours Limited","Travel","Ibadan","19","136","very_thin","0902 960 9377, 0802 422 5047, 0814 545 1266","Suite A 48, NTA Shopping Complex, Agodi Gate, Ibadan, Oyo State, Nigeria"
"Kemmy Travels Limited","Travel","Ibadan","19","131","very_thin","0806 270 2529","No 49, Adekunle Fajuyi Road, Ibadan, Oyo State, Nigeria"
