business_name,phone,address,location,category,description
Advans Nigeria,"0807 735 3008, 0810 652 1603, 0807 735 5025","2 Adekunle Fajuyi Road, Dugbe, Ibadan, Oyo State Nigeria",Ibadan,Business,"Advans Nigeria (La Fayette MFB) is an international registered micro finance bank assisting individuals, businesses & companies through the provision of loan products, savings and other financial services and solutions."
Bethany Human Development Centre,"0814 792 4941, 0706 362 4938","No 7, Olubi Road, Okunola Abass Estate, Off Favors Road, New Bodija, Ibadan, Oyo State, Nigeria",Ibadan,Business,"Bethany Human Development Centre is a registered NGO established in 2011 and is basically focused on mindset development, economic development, skill acquisition and capacity training"
DHL Courier Service Ibadan,0708 854 5986,"51 Oyo Road, Mokola Hill, Ibadan, Oyo State, Nigeria",Ibadan,Business,"DHL Courier Service Ibadan is a logistic company, offering express delivery, eCommerce, and forwarding services across the globe."
Dominican Centre for Human Resources Development,"0803 337 332, 02 758 928","Km 9, Ibadan - Oyo Road, UI Post office,, Moniya, Ibadan, Oyo State, Nigeria",Ibadan,Business,"Dominican Centre for Human Resources Development (DCHRD) is an NGO that is founded with the aim of bridging the gap between agricultural research institute and rural farmers through Capacity building, human resources development, training and consultancy."
Fouani Nigeria Ltd,"0810 753 9416, 0810 753 9431, 0810 759 4070","15-Obafemi Awolowo Way j.allen, Dugbe Ibadan,, Oyo State, Nigeria",Ibadan,Business,"Fouani Nigeria Limited is a subsidiary of Fouani Group; the leading sole distributor & suppliers for LG electronics for home, companies and offices."
"Ibadan Chamber of Commerce, Industry","0814 990 6372, 0705 677 8489, 0813 730 3095","Commerce House 1, Adeniran Avenue, Opposite Anfani Roundabout, Off Ring Road, Ibadan, Oyo State, Nigeria",Ibadan,Business,"Ibadan Chamber of Commerce, Industry, Mines and Agriculture (ICCIMA) is a business pressure group that is concerned with commercial and industrial concerns in fast growing in Ibadan."
Kewalram Chanrai Group,8165911950,"Beside Vina Furniture, Obafemi, Awolowo Road, Oyo, Ibadan, Nigeria",Ibadan,Business,"Kewalram Chanrai Group is a diversified company that offer sales of quality textiles, automobiles, agri-inputs, they also offer financial services and lots more."
L A Consult Limited,"0704 000 0114, 0802 291 1282","26, Baale Akintayo Street, Jericho GRA, Ibadan, Nigeria",Ibadan,Business,"L A Consult Limited offers series of services such as project management, financial support, financial and management consultancy services and lots more."
Ominira Initiative,"0903 488 5986, 0805 169 1125","6th Floor, Cocoa House, Dugbe, Ibadan, Oyo State",Ibadan,Business,"Ominira Initiative is a non-profit association that is aimed at promoting Africa's socio-economic standards through research, organizing, and advocating ideas and policy solutions."
Swotcrafts Metal & Steel Construction,"0808 541 5611, 0809 893 5929, 0706 933 2598","Block E3, Suite 9&10, Trade Fair Complex (EXPOYO), Sango, Oyo, Ibadan, Nigeria",Ibadan,Business,"Swotcrafts Metal & Steel Construction is a famous company that offers sales, assembling & fabrication, installation & maintenance of quality Steel materials."
Zictech Electric Entreprises,"0813 345 8995, 0812 701 3881, 0806 607 0219","Suite 17 & 24, Miksi Shopping Complex, behind Kollington Plaza, Oke-Ado Ibadan, Oyo State Nigeria",Ibadan,Business,"Zictech Electric Entreprises is a dealer and supplier of solar system, power inverter, modern house wiring, CCTV, fire alarm, security gadget installations and various kinds of electrical material."
Navigator Real Estate Limited,"0911 624 6520, 0911 509 2320","Suite FF04, Atoke Plaza, Opposite Amazing Filling Station, General Gas-Akobo Road, Ibadan, Oyo State",Ibadan,Business,"Navigator Real Estate Limited: Your trusted partner in buying, selling, and investing in real estate. Discover our vast portfolio of properties and expert guidance to help you make informed decisions."
LUSHSCENTBEAUTY World,"0806 693 5178, 0805 045 1152","Ajegunle market, Oyo state, Oyo",Ibadan,Business,"LUSHSCENTBEAUTY WORLD is your trusted plug for luxury, long-lasting, and affordable perfumes in Nigeria. We specialize in quality scents that turn heads, lift moods, and leave lasting impressions."
Akalmao Enterprises,"0806 002 6112, 0805 751 5577","Suite 18, Imperial Plaza Opposite First Bank Apata, Ibadan, Oyo",Ibadan,Business,"Akalmao Enterprises, recycling promotes a clean and healthy environment for people to live in and achieve sustainable development by recycling scrap metal."
Bistech Business Centre,0808 984 9890,"NRC Shopping Complex, Dugbe, Ibadan, Nigeria",Ibadan,Business,"Bistech Business Centre is a cyber cafe that provide business services such as photocopy, printing, project research and writing."
Bold EMC Limited,"0908 685 7000, 0813 642 2301","Suite A9, Choice Plaza, Beside Cran Chemist, Challenge, Ibadan, Oyo",Ibadan,Business,Bold EMC is a membership based organization that delivers a one of a kind service to take away the distraction of everyone stressed and help people focus on the important things in life.
Endurance Multipurpose Steel Limited,0803 330 5547,"KM 143, Lagos Ibadan Expressway, Lagos-Ojoo Expressway, Iwo Road, Oyo, Ibadan, Nigeria",Ibadan,Business,Endurance Multipurpose Steel Limited is a business enterprise that provides all kinds of steel fabrication services at affordable rate.
Justake Global Ventures,"0810 222 6352, 0803 850 8846","Iwo Road, Oyo, Ibadan, Nigeria",Ibadan,Business,"Justake Global Ventures is a diversified business venture that offer catering services, event decoration services, general printing, media and lots more."
Oluwatobiloba Kingdom Enterprises,0813 545 5249,"Mile 6 Lamlat Shopping Complex Opp Mrs Filling Station New Gbagi, Old Ife Road, Oyo, Ibadan, Nigeria",Ibadan,Business,Oluwatobiloba Kingdom Enterprises is a recommendable venture that deals on quality and durable aluminum sheet for roofing.
Otesco Divine Solution Company,"0703 420 4623, 0805 560 6456","P.O.W.A Market, Beside Sango Police Station, Sango, Ibadan, Nigeria",Ibadan,Business,"Otesco Divine Solution Company is a technology driven venture that provides computer technology engineering, software development and many others."
Perfect Holders Limited,0805 113 7065,"Cocoa House Building, Dugbe Ibadan, Oyo Nigeria",Ibadan,Business,Perfect Holders Limited are wholesale distributors and dealers on gift items and crafted products including holiday gift items and decoration packages.
PlataVerve Services,0703 129 1139,"29, Francis Okediji Street, Bodija Ibadan, Oyo",Ibadan,Business,Providing unique occupational environments and grand experiences through a conglomerate of products and services.
Rokswoodgroup,"0904 666 4887, 0811 567 8602","Plot 2 And 4 Shoderu junction, Odo Ona Elewe, Orita Challenge, Ibadan, Oyo",Ibadan,Business,"Rokswood Group is one of Nigeriaâ€™s diversified business conglomerates with a hard â€“ earned reputation for excellent business practices and productsâ€™ quality with its operational headquarters in Ibadan, Oyo state, Nigeria."
Skill Tent,0806 648 5515,"Damiten Shopping Complex, Elebu Junction, Akala Express, Oluyole, Ibadan, Oyo",Ibadan,Business,We are a social media management agency that helps you increase the visibility of your business that generates more sales for you.
The Twim Art Institute,"0903 327 9205, 0909 311 4869","Behind Jericho Mall, around NDLEA, Onireke Link Reservation Road, lbadan, Oyo Nigeria",Ibadan,Arts,"The Twim Art Institute is a professionally managed vocational school of media arts, creative arts, Interaction design, fashion, performing arts and culinary arts."
Jummy Stitches,"0816 225 2812, 0815 118 9830","Road 4a/007, Olokutameji Cda, Along Awaye Road,, Egbeda Ibadan, Oyo",Ibadan,Arts,"At Jummy Stitches, we sew gowns, trousers, shirts dresses, jackets, native attires, and we also offer training services."
Akewi Arts House,"0705 100 5142, 0802 519 7198","No 1 Mission Office, Ifeolu Street, Beside New Airport, Alakia, lbadan, Oyo Nigeria",Ibadan,Arts,"Akewi Arts House is a multi-arts & crafts organization specializing in media, print, electronic publishing, arts and crafts, and entertainment services."
Dpreachers Dance Network,0705 145 9002,"Nnpc depot Apata Ibadan, No1, Ibadan, Oyo state",Ibadan,Arts,"Dpreachers Dance Network train ballet dancers, hip hop and cultural dance every Saturday morning."
Elle'n'Elle Fitness/Gallery,"0803 325 3996, 0803 363 8581","1st Floor, ELEM Building,  Opposite IDC Primary School, Along Akobo Road, Akobo, lbadan, Oyo Nigeria",Ibadan,Arts,"Elle'n'Elle Fitness/Gallery is a reputable trusted place for arts & design services, wellness and fitness inclusive of information technology services. We offerpaintings(landscapes, seascapes, abstract, murals, mixed media, sculptural pieces etc."
Gbegilere House,0806 447 6002,"E4/474b, Aremo Alaadorin, Ibadan, Oyo State, Nigeria",Ibadan,Arts,"Gbegilere House is an arts studio with specialty inart paintingof all kinds ranging from house painting, automobile painting and lots more."
JOT KonCept,0816 651 2093,"Shop 53, Mobus Shopping Complex, Egbeda Ibadan, Oyo State, Nigeria",Ibadan,Arts,"JOT KonCept are specialist in product branding and they produce customized shirt, towels etc., as well as graphic design and lots more."
Kunlex Arts,"0808 682 2169, 0803 351 5705","No 4 Akintoba Street.Agbowo Junction Mukola, Ibadan, Oyo Nigeria",Ibadan,Arts,"Kunlex Arts undertakes the provision of professional top notch art services via art designs, art painting and gallery services in Ibadan."
National Museum of Unity,"0806 544 9810, 0802 822 1931, 0803 717 7119","National Museum Road, Ibadan, Oyo State Nigeria",Ibadan,Arts,National Museum of Unity is a fine art solution and a home to priceless historical artifacts that celebrate the rich historical culture of the Nigerian people.
Princesho Creativity,"0806 074 3401, 0703 203 7447","30, Zone 3, Alama Layout - Apata - Ibadan South -west, Ibadan, Oyo Nigeria",Ibadan,Arts,"Princesho Creativity is a reputable art company providing professional art services via art designs, art crafts and more in lbadan."
Prosper Art,"0805 778 5758, 0803 053 2418","Olorunsogo Felele, Ibadan, Oyo Nigeria",Ibadan,Arts,"Prosper Art for interior & exterior painting, printing, publishing, customized polo & T shirt and lots more."
Real Hishow Multibiz Nigeria Enterprises,0813 692 0087,"Oloya Shopping Complex, Fanawole Street, Apete, Ibadan, Oyo State",Ibadan,Arts,"Real Hishow Multibiz Nigeria Enterprises is a recording studio with modern facilities for all kinds of music, documentations and presentations."
Sharp Art and Design Production,0806 207 2288,"Along Odutola Street, Ibadan, Oyo State, Nigeria",Ibadan,Arts,"Sharp Art and Design Production is an art center for screen printing, art - works, sign-writing and graphic designs."
"Standard Institute of Photography, Ibadan","0818 049 5451, 0810 180 9463","18, Anfani Road, Off Ring Road, Challenge, Ibadan, Oyo State Nigeria",Ibadan,Arts,Standard Institute of Photography is a professional training programme that has stood the test of time. We offer more than photography education.
Strings.com Studios,0803 499 6430,"No 14 Mesiogo Street After A3 Hotel Ojoo Iwo Road Expressway, Akobo Ibadan, Oyo State, Nigeria",Ibadan,Arts,Strings.com Studios is a digital and analogue recording studio with modern facilities handled by experts for all kinds of audio visual recording.
Tropical Records Studio,9169894999,"9 Kajola phase 2 Lakowe Eti-Osa LGA, Lekki-Epe express, Ibeju-Lekki, Lagos",Ibadan,Arts,We have been around for 12 years and counting. Having worked with upcoming artists and celebrities we guarantee satisfaction. Our goal is to achieve the picture of your dream come true.
VSA Arts of Nigeria,0703 026 0991,"25B, Inner Main Bowl Adamasingba Stadium Complex, lbadan, Oyo Nigeria",Ibadan,Arts,"VSA Arts of Nigeria, conducts programs in traditional dance, drumming, painting, and batik for individuals with disabilities, particularly children and youth in schools."
Adamasingba Sports Complex,,"Adamasingba Road, Off Sabo Road, Ibadan, Oyo, Nigeria",Ibadan,Sports,Adamasingba Sports Complex is a multi purpose center in the city of Ibadan also serving as a training ground for Shooting stars football team.
Desto Sports Stores,"08027888814, 08191379780","Shop 167 Adamasingba Shopping Complex, Ibadan, Oyo State",Ibadan,Sports,"Desto Sports Stores offers sales and supplies of all kinds of sport equipments such as goalkeeper hand glove, toble tennis board and many more."
Gbemiga Trust Badminton,0803 496 5884,"Lekan Salami Stadium, Adamasingba Ibadan, Oyo Nigeria",Ibadan,Sports,"Gbemiga Trust Badminton is a non-profit organisation that is aimed at developing individuals and groups in badminton, and also promoting the sports in Ibadan."
Pepsi Football Academy,8034657553,"Liberty Stadium, Oke- Ado, Ibadan",Ibadan,Sports,Pepsi Football Academy is a football institution for youths and teenages.
Shooting Stars Football FC Ibadan,02-241 3094,"14, Akinola Maja Avenue, Ibadan, Oyo State, Nigeria",Ibadan,Sports,Shooting Stars Football FC is an Ibadan based soccer team playing in the Nigerian preimer league.
Sterling Sports Ventures,8168283226,"74 Adamasingba Shopping Complex, Ibadan, Oyo State\",Ibadan,Sports,Sterling Sports Ventures sella quality sport equipment at Ibadan.
The Titanium Corporation,,"Akobo, Akinyele, Ibadan, Oyo State",Ibadan,Sports,Titanium offers sales of sporting gears and equipments in Ibadan.
Leventis Motors,"0812 994 3257, 0812 899 0518","University Road, Ibadan, Oyo Nigeria",Ibadan,Automotive,"Leventis Motors is a subsidiary of A.G. Leventis Nigeria PLC located in Ibadan that offers sales, after-sales and maintenance of automotive, construction equipment such as heavy dutytrucksand other products."
Mandilas Enterprise Ltd,"0706 500 0008, 0803 360 2434, 0802 826 8946","45, Obafemi Awolowo Road, Oke Ado, Ibadan, Oyo State, Nigeria",Ibadan,Automotive,Mandilas Enterprise Limited is an accredited toyota dealer in Ibadan that offers sales of a wide range of first-class internationally renowned cars and spare parts at affordable prices.
Combined Systems Int'l Limited,"0805 549 0322, 0802 824 4589","83A, MKO Abiola way Ring road, Ibadan, Oyo State, Nigeria",Ibadan,Automotive,Combined Systems International Limited is an accredited kia motors dealer in Ibadan also offering sales kia accessories & related service.
Don Jay Auto Sales,0703 519 4130,"Don J Plaza, Alaafin Avenue, Oluyole Extension, Ibadan, Oyo State, Nigeria",Ibadan,Automotive,Don Jay Auto Sales is acar dealerthat is basically specialized on sales of tokunbo automobiles such as second-hand honda brands.Nearby car dealerships
Double Crown Automobile Company,0803 717 6784,"69, Ilupoju Oyewole Street, Aba-Alfa, Ibadan South East, Oyo, Ibadan, Nigeria",Ibadan,Automotive,Double Crown Automobile Company is a recommendable vehicle mechanic with profession staff that are ever ready to deliver efficiency automotive repair services.
Ednutalo Automotive Services,0809 873 8876,"Oando Service Station, Queen Elizabeth 2, Agodi, Ibadan, Oyo Nigeria",Ibadan,Automotive,"Ednutalo Automotive Services is a registered automotive company that provides automotive mechatronics and allied services such as pre-purchase car inspection, preventive and pre-emptive maintenance and repair services among others."
Fixers Body Shop,"0703 437 6979, 0805 509 1436, 0708 966 2551","School of Nursing Road, Agodi, Ibadan, Oyo Nigeria",Ibadan,Automotive,"Fixers Body Shop is an automobile service centre for expert panel beating services, car wash, spraying and brake repairs.Nearby car dealerships"
Gate Car Park,,"Off Basorun Road, Agodi, Ibadan, Oyo, Nigeria",Ibadan,Automotive,Gate Car Park is a public parking space at the gate of Agodi in Ibadan surrounded by car spare part store and bus terminals.
Hiswill Auto Nigeria Enterprise,0805 506 4662,"No 13 Oyo Road, Mokola Olameji Ibadan, Oyo State",Ibadan,Automotive,"Hiswill Auto Nigeria Enterprise is an auto service place for sales of original motor spare parts, after-sales services and repairs of cars.Nearby car dealerships"
Leyland Ibadan,"0703 404 2694, 0703 270 3204, 0803 787 9985","Km 8, Iwo Road, Ibadan, Oyo State, Nigeria",Ibadan,Automotive,"Leyland Ibadan is an automobile manufacturing company producing coastliner minibus, city bus, lighttruck, garbage truck in addition to other products and accessories."
Tetopreneur,8062660565,"Akobo / Iyana Church, Ibadan, Oyo",Ibadan,Automotive,"Tetopreneur is a dealer in cars of any brand model. Both tokunbo and used, including scrabbed vehicle car hire services."
UCH Car Park,,"Agodi, Ibadan, Oyo State, Nigeria",Ibadan,Automotive,"UCH Car Park is a car parking space in the University College Hospital Ibadan, where visitors can park their cars."
Vnics Motors,0802 392 3997,"Suite 47/48, Mobus Shopping Complex, Ibadan, Oyo State, Nigeria",Ibadan,Automotive,"Vnics Motors is an auto dealer in Ibadan that offers sales of honda odyssey, toyota sienna and ford freestar located in Ibadan."
Nigerian Shippers' Council,02 810 7141,"16B Oyo Road, Ibadan, Oyo State, Nigeria",Ibadan,Transportation,"Nigerian Shippers' Council state branch office in Ibadan, providing a forum for discussing import and export clearance issues."
Eagle Transport Company,"0805 791 7236, 0807 169 0238","No 30 Oyo Road, Oyo, Ibadan, Nigeria",Ibadan,Transportation,Eagle Transport Company is a recommendable transportation company that offer passengers transit services with terminals in many cities across the nation.
Glitters Gold Hiring Services,"0803 563 2032, 0805 734 6555","No 73, Aduloju Estate, Bodija Ibadan, Oyo State",Ibadan,Transportation,Glitters Gold Hiring Services providing car hiring services for those that needs a car during their stay in Ibadan.
Landride Services,"0803 585 8583, 0803 357 3159","29,iyalabaki house,Ede community,molade-Iwo Road, Ibadan, Oyo",Ibadan,Transportation,"Landride Services transport people of class to their destination in a very comfortable and friendly manner devoid of rudeness, delay or any unfriendly attitude at affordable rate."
Logisticx and Alphabet,"0807 107 4514, 0807 107 4514, 0813 108 7603","Shop 3, Kenneth Mellanby Hall, University of Ibadan., Ibadan, oyo",Ibadan,Transportation,Logisticx and Alphabet is one of the foremost Logistics company in Ibadan. We are channel to pick ups in every location in Ibadan and delivery to another location in Ibadan promptly and efficiently.
"Film House Cinema, Ventura Mall",0902 497 3066,"Plot 5 and 6, Old Aerodrome Road Along Sango-UI Road, Samonda, GRA, Ibadan, Oyo State, Nigeria",Ibadan,Recreation,"Film House Cinema, Ventura Mall is a cinema located at Ventura mall, Ibadan, showing regularly thrilling movies for children and adults."
Funfactory,"0805 409 0764, 0805 409 0768, 0903 000 1793","15/17 Oshuntokun Avenue, Ibadan, Oyo State Nigeria",Ibadan,Recreation,"Funfactory - Subsidiary of Landsmann Holdings Limited is a family friendly entertainment and recreational facility specializing in fun, creative and exciting games for children and also for special events like birthdays, family reunions etc."
The Ibadan Polo Club,"0803 927 6526, 0803 740 2740","Ibadan Polo Club Grounds, Eleyele Road, lbadan, Oyo, Nigeria",Ibadan,Recreation,"The Ibadan Polo Club is a relaxation and recreational center where families, friends, and neighbors can relax and enjoy the afternoon watching polo or socializing at one of our special events."
UI Botanical Garden,"0805 530 3348, 0818 452 0776","UI Botanical Garden, lbadan, Oyo Nigeria",Ibadan,Recreation,"UI Botanical Garden is a recreational relaxation botanical garden in lbadan consisting of arboretum, aquatic section, medicinal garden, children’s garden, ornamental garden, orchard and rock garden for fun filled activities"
Agodi Gardens,"0705 141 7973, 0817 853 2960, 0809 811 4510","Secretariat Road, Along Parliament Road, Mokola Hill, Ibadan, Oyo State, Nigeria",Ibadan,Recreation,Agodi Gardens is a recreational centre located in Ibadan and place of peace and quantum tranquility or fun and excitement with nice good and green environment.
Cloud 9 Recreational Centre,0803 719 2618,"Transformer Zartech Area, Oke Alaro,Oluyole Estate Extension, lbadan, Oyo Nigeria",Ibadan,Recreation,Cloud 9 Recreational Centre is a professionally managed fun to be relaxation and recreational center in lbadan for fun filled activities.
Don Bosco Youth Center,,"Ogungbade, New Ife Road, Egbeda, Ibadan, Oyo State, Nigeria",Ibadan,Recreation,"Don Bosco Youth Center is a recreational center with sporting facilities, event space, recreational facilities and a greenish garden for all kinds of outdoor recreation."
Gbemiga Trust Badminton,0803 496 5884,"Lekan Salami Stadium,Adamasingba, lbadan, Oyo Nigeria",Ibadan,Recreation,"Gbemiga Trust Badminton is a recreational and relaxation center and an initiative borne out of love for the game of badminton, with the mission to further develop the game in Nigeria."
Ibadan Golf Course,"0802 243 8744, 0806 354 7892, 02 751 2577","Ibadan Golf Club, Onikere, Ibadan, Oyo-State, Nigeria",Ibadan,Recreation,"Ibadan Golf Course is a golf club that in an environment that makes playing, coaching, or watching golf fun."
Jaud Lounge Bar & Recreation centre,"0803 304 8498, 0814 684 9333","Opposite Zartech, Along Ijebu Ode Road, Podo, lbadan, Oyo Nigeria",Ibadan,Recreation,Jaud Lounge Bar & Recreation center is a recreational and relaxation center in lbadan.
Old Oyo National Park,0705 295 5185,"Isokun-Iseyin Road, lbadan, Oyo State, Nigeria",Ibadan,Recreation,Old Oyo National Park is famous for its zoological services and tourist attractions.
Oloolu Masquerade,,"119 Ode Aje Road, Ibadan, Oyo State, Nigeria",Ibadan,Recreation,"Oloolu Masquerade is one of the most powerful masquerades in Yoruba land, Nigeria and Africa at large and comes out during the celebration of the Oloolu festival every July."
The K-Center,0816 918 1213,"No 5, Shell Close, Onireke GRA, lbadan, Oyo Nigeria",Ibadan,Recreation,The K-Centeris a relaxation and recreational facility with a state-of-the-art astro turf and a dance studio for recreation and fun activities.
The Ventura Mall Bowling Alley,"0905 390 3206, 0803 362 4024","Plot 5 and 6 Old Aerodrome Road Along Sango-UI Road, Samonda GRA, lbadan, Oyo Nigeria",Ibadan,Recreation,The Ventura Mall Bowling Alley is a bowling centre in Ibadan with full bowling lanes and other facilities for bowling sports.
Trans-Amusement Park,,"Sango Ojoo Road, Ibadan, Oyo State, Nigeria",Ibadan,Recreation,"Trans-Amusement Parkis a recreational center located in a cool environment with fun facilities such as merry-go-round horses, roller coasters, dragon boats, and many others."
Across The Horizon,0809 555 0155,"3rd Floor, Danax Health Plaza, Adamasingba Mokola Ibadan, Oyo",Ibadan,Travel,"Across The Horizon Enterprise is a travel service and workforce preparedness company specialized in using cutting-edge technology and expertise in the processing of study and work abroad packages, organized tours, internship placements and apprenticeship."
Biscordint Travel Agency,"0816 311 8708, 0802 301 7324, 0802 329 4508","University College Hospital (UCH), Ibadan, Oyo State Nigeria",Ibadan,Travel,"Biscordint Travel Agency Limited offers hotel booking, planning of seminars, car hire services and travel liaison services.Best vacation packages"
Ibadan Airport,0906 947 1571,"Between Adegbaiji community and Iwo Road, Alakia, Ibadan, Oyo State, Nigeria",Ibadan,Travel,Ibadan Airport is a local airport that serves the people on Ibadan in Oyo State by offering regular air transportation services.
Jonathan King Ltd,"0805 506 0601, 0805 506 0605","1st and 6th floors, Cocoa House, Ibadan, Oyo State, Nigeria",Ibadan,Travel,"Jonathan King Limited is a travel consultancy & immigration firm that renders immigration advise, guide & assistance as well as educational immigration services and permanent residence visa assistance."
TIFA Travels & Tours Limited,"0802 572 9542, 0802 353 7231","66A NTA Shopping Mall, Agodi Gate Road, lbadan, Oyo Nigeria",Ibadan,Travel,"TIFA Travels & Tours Limited, an accredited IATA agent fully registered in Nigeria to carry-out travel and tour services via high-tech detailed flight information, diligence and prompt service delivery.Best vacation packages"
Wakanow.com,"0817 005 9272, 0817 005 9405, 0817 004 6846","Plot 5 & 6, Old Aerodrome Road, along Sango-UI Road, lbadan, Oyo Nigeria",Ibadan,Travel,"Wakanow.com is a full-service online travel company with branch in lbadan offering heap flights, best hotel and vacation packages at the right prices."
Cool Global Interlinks Limited,0812 337 1693,"72 Remilekun House Adekunle Fajuyi Road Opp. Adamasigba, lbadan, Oyo Nigeria",Ibadan,Travel,"Cool Global Interlinks Ltd offers visa assistance around the globe, 100% dubai work permit, visa application documentation, hotel reservations, airline booking, hajj & humurah services, visa application for schengen countries, study visa for medical etc."
DeTrance Travels and Logistics,"0903 872 2661, 0813 787 0467","Bayseone Checkmate plaza , Ringroad, Ibadan, Oyo state",Ibadan,Travel,"DeTrance Travels and Lpgistics is a travel, tour and logistics company created to solve all travels and services needs at the optimal level with swiftness and integrity.Best vacation packages"
Femfitt Hotels & Tourism Ltd,"0803 725 2727, 0807 079 2972","Plot 1-4, Jagada Pipeline, Ologuneru, Eleyele Ibadan, Oyo State Nigeria",Ibadan,Travel,Femfitt Hotels & Tourism Limited is a travel service company offering hoteling and tourism services in Ibadan.
Flomid Travels and Tours Nigeria Ltd,"0703 392 9456, 0708 617 7369","Gym House, House 8, Road 1 Junction, Along General Gas, Basorun Estate, Akobo Ibadan, Oyo State Nigeria",Ibadan,Travel,"Flomid Travels and Tours Nigeria Limited is a holistic travel network offering good quality business, education and leisure guide and services with a personal touch."
Gpec Global Resources Limited,0905 944 6907,"No 140/142,Navada Plaza , Liberty Road, Off Ringroad, Ibadan, Oyo",Ibadan,Travel,"Gpec Global Resources Ltd is immigration and educational consulting firm in diaspora. We tend to bridge the gap between you and your dream country. Gpec Global Resources Ltd is committed to providing work and study programs, tourism , IELTS services."
Jemy Travels and Tours Limited,"0902 960 9377, 0802 422 5047, 0814 545 1266","Suite A 48, NTA Shopping Complex, Agodi Gate, Ibadan, Oyo State, Nigeria",Ibadan,Travel,Jemy Travels and Tours Limited is an international multipurpose company rendering both travelling and tourism services to their clients.
Kemmy Travels Limited,0806 270 2529,"No 49, Adekunle Fajuyi Road, Ibadan, Oyo State, Nigeria",Ibadan,Travel,"Kemmy Travels Limited, a service firm provides services on travels, tours, hotel reservations and airlines ticket booking and more."
Lummy Travels and Tours Ltd,"0703 421 4345, 0701 303 0963","10, Agboola Complex Adex Bus Stop, Beside Polarise Bank Monatan Iwo Road, Ibadan, Oyo State",Ibadan,Travel,"Lummy Travels and Tours Limited is a registered travel company. Lummy Travels is being handled by the professionals in the travel industry, so be rest assured that you are getting value for money anytime."
Mate Travel Agency,"0704 055 8089, 0807 579 1176","2nd Floor, Jebode Market, Shopping Complex Olagun- Egbeda, Ibadan, Oyo State, Nigeria",Ibadan,Travel,"Mate Travel Agency offers professional services on travels and tour inclusive of visa procurement, hotel booking and reservation, airport protocols, car hire, tours and holidays."
Moment Continental Travels,0812 972 0808,"5, North Close, Opp. RCCG Jesus Heritage, Off 7up Road,  Olubadan Avenue, Oluyole Estate, Ibadan, Oyo",Ibadan,Travel,Moment Continental Travels is a traveling agency in Ibadan with years of experience.Best vacation packages
Rich Global Travels,"0803 344 8292, 0817 205 4000","34a Ladoke Akintola Avenue, New Bodija, lbadan, Oyo Nigeria",Ibadan,Travel,"Rich Global Travels is a global brand in the travels and tours industries offering travel and tour consultancy, overseas admissions & scholarship, permanent migration, visa counseling and appeal. ticketing & hotel reservation, travel loan scheme and more."
Citadel Oracle,0803 334 2081,"72 Adekunle Fajuyi Road, Ibadan, Oyo state",Ibadan,Computers,"Citadel Oracle is a computer shopping store for repairs, sales and services of computers and its accessories."
CloudWare Technologies,"0805 225 7405, 0817 909 2255","Top Floor CloudWare Technologies Complex Awolowo Junction (between GTbank and UBA), Bodija Ibadan, Oyo Nigeria",Ibadan,Computers,"CloudWare Technologies are expertise in digital marketing services, mobile applications development, professional software & website development, online payment gateway integration, online and data security, software solutions development etc."
Compuworks,8082288406,"Ibadan, Nigeria, Ibadan, Oyo",Ibadan,Computers,"We are a Nigerian incorporated information technology company (RC: 620756) for software development, internet marketing, IT consulting, training, sales and repair."
Emmakulate Systems Solutions,"0803 302 0159, 02 291 2168","138, SPAACO Building, Liberty Road, Oke-Ado, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"Emmakulate Systems Solutions is an ICT training company located in Ibadan, that offers business & IT solutions, consultancy services, professional IT certifications, IT professional training, IT education and E-learning services."
Idea Konsult Limited,"0802 344 8964, 0803 326 5543","189A, Fajuyi Road, Adamasingba, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"Idea Konsult Limited is a computer service company in Ibadan selling hardware, computer accessories and offer pc consultations."
New Horizons Nigeria,"0812 748 5739, 0812 269 0468, 0812 269 0455","66 Fajuyi Road, Remilekun Place, Idi-oro Junction, Dugbe Road, Ibadan, Oyo State",Ibadan,Computers,New Horizons is a Nigeria computer learning center in Ibadan with different locations nationwide.
SLOT Ibadan,"0906 208 3624, 0906 208 3647","No, 121 Iwo Road, Abayomi Busstop, Simisola House, Ibadan, Oyo State, Nigeria",Ibadan,Computers,"SLOT Ibadan is a mobile phone, electronics, computers, and accessories retail store,providing quality products at an affordable price."
Inkio Web Solutions,0813 190 6907,"200132, Ibadan, Ibadan, Oyo",Ibadan,Computers,Inkio Web Solutions is a dynamic digital agency dedicated to crafting innovative online experiences. We specialize in three core services:
Ranadex Studio,"0907 311 6663, 0808 772 7347, 0808 808 1163","Nw5/588,Odeoolo area, nalende,, Mokola, Ibadan, Oyo state",Ibadan,Computers,"Ranadex Studio are creative agency expertise in 3d animation video design, website design and development and graphics and logo design with 8 years experience in the animation worlds creating stunning and mind blowing cartoon videos and web pages."
Apple of Gold Creatives,0806 830 1529,"Suite 27, Adom Plaza, UI Road, Ibadan, Oyo",Ibadan,Computers,"Apple of Gold Creatives is a digital agency with specialty in website design and development, website re-design, mobile application development, software development, graphic design, logo design, branding and creative, digital marketing & ICT consulting."
